twitter_id	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
12108432	0.339306849234	0.314761352646	0.606154724619	0.209759194918	0.0786965612905	0.125	0.0	0.75	0.4625
12650302	0.412990874924	0.572265359502	0.652009011326	0.638624452138	0.255600726629	0.125	0.111111111111	0.583333333333	0.5625
12835822	0.359373417076	0.621531845706	0.534601292964	0.426705430381	0.142232617397	0.125	0.0	0.583333333333	0.9625
13203572	0.35739556736	0.284198362337	0.301215826285	0.0	0.182727756631	0.125	0.111111111111	0.916666666667	0.575
13209002	0.475849932565	0.49918597984	0.594905190808	0.209759194918	0.369908442371	0.125	0.0	0.5	0.975
13252292	0.307798201518	0.317448765414	0.66999169954	0.578679084756	0.0786965612905	0.125	0.222222222222	0.583333333333	0.18125
13725192	0.345619273186	0.444532684693	0.736753603081	0.179743507183	0.157393122581	0.125	0.0	0.0	0.96875
14093473	0.361027415564	0.433200738237	0.50454244047	0.213909107186	0.157393122581	0.125	0.111111111111	0.583333333333	0.29375
14102436	0.372606160384	0.437836540055	0.621492202029	0.448165442843	0.193548811116	0.125	0.111111111111	0.833333333333	0.5875
14110925	0.424891668131	0.590634755065	0.787894178968	0.792841069222	0.236089683871	0.125	0.0	0.833333333333	0.10625
14121993	0.410667195949	0.434291923018	0.425104284137	0.0	0.286758951972	0.125	0.111111111111	0.75	0.28125
14127684	0.397303885501	0.541364514067	0.404182695273	0.300386448397	0.21251531979	0.125	0.0	1.0	0.575
14182965	0.385008732391	0.485338381647	0.814635872599	0.614554521877	0.272245372406	0.125	0.0	0.333333333333	0.31875
14216497	0.395619605245	0.47018797778	0.693558180404	0.323316677716	0.277292209436	0.125	0.111111111111	0.416666666667	0.5375
14222289	0.288656591417	0.472108512321	0.472821532599	0.159837534484	0.124731098581	0.125	0.111111111111	0.75	0.40625
14251419	0.357681392322	0.443559468271	0.485916590829	0.410366384946	0.249462197162	0.125	0.111111111111	0.416666666667	0.48125
14275165	0.418809518369	0.5074136231	0.725711529417	0.4632482395	0.355988770726	0.125	0.111111111111	0.833333333333	0.8625
14336933	0.485146100718	0.488758609587	0.883707128195	0.638763133901	0.475673032278	0.125	0.111111111111	0.75	0.875
14337866	0.378425590685	0.569409808088	0.513890096396	0.228811505346	0.266963715978	0.125	0.111111111111	0.666666666667	0.375
14427789	0.337827405748	0.545767165198	0.509946191658	0.281626620284	0.266963715978	0.125	0.111111111111	0.916666666667	0.85625
14555468	0.302559639149	0.363962114627	0.665415237481	0.2415771061	0.142232617397	0.125	0.0	0.333333333333	0.99375
14582712	0.415763573277	0.492243753551	0.676287171173	0.173588858267	0.272245372406	0.125	0.111111111111	0.416666666667	0.6625
14631482	0.354474555626	0.414113745504	0.72678664236	0.433874509335	0.193548811116	0.125	0.222222222222	0.5	0.925
14636132	0.452368820775	0.572421376252	0.672158492304	0.667883510816	0.314786245162	0.125	0.111111111111	0.666666666667	0.7
14661000	0.39123214222	0.536270793559	0.835049167768	0.618379536653	0.124731098581	0.125	0.111111111111	0.0833333333333	0.21875
14662756	0.365264547174	0.413660235013	0.456740994535	0.333426392751	0.249462197162	0.125	0.0	1.0	0.94375
14761259	0.613167922213	0.66744490795	0.940352093923	0.486652975398	0.690545567647	0.125	0.111111111111	0.333333333333	0.95625
14814736	0.438729010939	0.443559468271	0.541205445278	0.264981841997	0.124731098581	0.125	0.0	0.833333333333	0.0875
14861735	0.280982998234	0.352166735271	0.653566212779	0.541758244794	0.0460345372906	0.125	0.222222222222	1.0	0.30625
14869826	0.365006754142	0.520807829517	0.537018954251	0.260285651068	0.242972708718	0.125	0.111111111111	0.583333333333	0.0
14997189	0.343228349039	0.509004152853	0.608561033878	0.345338331234	0.21251531979	0.125	0.222222222222	0.916666666667	0.53125
15091366	0.338570844749	0.474684079579	0.771180494475	0.64677597261	0.0460345372906	0.125	0.111111111111	0.916666666667	0.3
15123081	0.408696910617	0.436435396716	0.462253767218	0.134174272218	0.272245372406	0.125	0.111111111111	0.833333333333	0.64375
15142454	0.454695668997	0.597319717784	0.786983504589	0.483943660064	0.328158758453	0.125	0.111111111111	0.75	0.53125
15224156	0.40024174123	0.51856767306	0.389878999141	0.0	0.157393122581	0.125	0.111111111111	0.916666666667	0.6125
15469563	0.459283274138	0.528744388437	0.777394578084	0.456827697611	0.43092139156	0.125	0.111111111111	0.166666666667	0.10625
15470530	0.47136290781	0.618219485208	0.595668397516	0.445181652101	0.382306399131	0.125	0.111111111111	0.666666666667	0.98125
15483720	0.481259250663	0.516560738045	0.688921483538	0.523330171517	0.324960374029	0.125	0.111111111111	0.666666666667	0.7375
15531337	0.455530745709	0.614047296272	0.626736697938	0.0618335989166	0.337246418371	0.125	0.111111111111	0.833333333333	0.64375
15581235	0.523436130301	0.530375487204	0.747860093039	0.506100299135	0.461977516952	0.125	0.111111111111	1.0	0.925
15619671	0.280169732111	0.429845506071	0.310716534267	0.277747442751	0.157393122581	0.125	0.222222222222	0.583333333333	0.5
15685705	0.401510735343	0.517282647625	0.479930371069	0.244502188694	0.261424317922	0.125	0.111111111111	0.833333333333	0.60625
15844691	0.370718881715	0.451961362761	0.672451970344	0.310551076962	0.299625739978	0.125	0.111111111111	0.166666666667	0.54375
15962871	0.313732536687	0.60523632239	0.683591056828	0.401414640584	0.228762293922	0.125	0.0	0.416666666667	1.0
15977738	0.669612124494	0.797681378957	0.761449509627	0.300386448397	0.564641978727	0.125	0.222222222222	0.916666666667	0.85625
15996357	0.321590642088	0.595709483173	0.601502981434	0.481351988752	0.124731098581	0.125	0.0	0.833333333333	0.33125
16005149	0.406818893401	0.350348054381	0.845539098886	0.250079443837	0.29121188108	0.125	0.0	0.75	0.55
16008351	0.334385747481	0.0824859964155	0.234117977093	0.0	0.0	0.125	0.0	0.916666666667	0.13125
16019709	0.464542642115	0.452257974701	0.751787535106	0.610177098579	0.365455513263	0.125	0.111111111111	0.5	0.94375
16043992	0.421495050742	0.413660235013	0.547966867757	0.41601153493	0.376276567747	0.125	0.0	0.666666666667	0.5875
16053405	0.736051910171	0.599191580255	0.724781629819	0.722061816306	0.582423762161	0.125	0.111111111111	0.666666666667	0.75625
16091439	0.414191986834	0.459917976907	0.895986811421	0.834094825095	0.41299384921	0.125	0.111111111111	0.75	0.925
16191564	0.570190065214	0.472818279274	0.694982797776	0.410813538898	0.536221149134	0.125	0.111111111111	0.916666666667	0.23125
16423381	0.396970098828	0.450463463939	0.587623082917	0.2216711334	0.282124221162	0.125	0.111111111111	0.416666666667	0.86875
16551971	0.429870263755	0.611356908615	0.636049940416	0.313254527078	0.242972708718	0.125	0.111111111111	0.916666666667	0.90625
16567652	0.356820565722	0.614439121231	0.442619296251	0.190908938996	0.0786965612905	0.125	0.111111111111	0.5	0.54375
16585965	0.400878973221	0.444854766046	0.449530206191	0.0980039355674	0.266963715978	0.125	0.0	0.833333333333	0.6875
16652030	0.496965987268	0.557262358568	0.694544079145	0.598897041596	0.462943779284	0.125	0.111111111111	0.5	0.875
16668496	0.684673216164	0.563066457336	0.463578108937	0.0	0.780169175468	0.125	0.0	0.583333333333	0.41875
16674149	0.691653246155	0.175174027191	0.608354459824	0.205406769449	0.779874508449	0.125	0.0	0.25	0.98125
16688021	0.500121650747	0.546393768485	0.582833704319	0.337576305019	0.331269504788	0.125	0.111111111111	0.666666666667	0.79375
16730340	0.33593527493	0.34167616976	0.715550302073	0.0618335989166	0.170765635872	0.125	0.111111111111	0.583333333333	0.18125
16845208	0.182888720044	0.24673491996	0.435882098026	0.0618335989166	0.0	0.125	0.222222222222	0.833333333333	0.16875
16894839	0.703316295118	0.55917875581	0.898252850493	0.797736179362	0.765620811442	0.125	0.222222222222	0.75	0.61875
16976171	0.363176468539	0.42395964271	0.566550766839	0.0980039355674	0.272245372406	0.125	0.111111111111	0.666666666667	0.16875
17058000	0.36628678354	0.483053972876	0.803843333861	0.295648678802	0.104031195341	0.125	0.333333333333	0.333333333333	0.88125
17093734	0.343228349039	0.375785197213	0.577413828143	0.460989713132	0.0786965612905	0.125	0.111111111111	0.166666666667	0.7375
17181061	0.434833930911	0.527725745125	0.627401219901	0.439221849334	0.348331815556	0.125	0.111111111111	0.25	0.075
17204771	0.388842924043	0.481355400933	0.487207572527	0.394727410823	0.236089683871	0.125	0.111111111111	0.833333333333	0.7
17271902	0.351432807246	0.372971791924	0.710656363593	0.451900904336	0.142232617397	0.125	0.111111111111	0.75	0.19375
17281403	0.415633881904	0.517713030797	0.825120443116	0.60955444298	0.21251531979	0.125	0.222222222222	0.75	0.3375
17377500	0.374218740843	0.501956095086	0.780689022586	0.473092061562	0.142232617397	0.125	0.222222222222	0.833333333333	0.05625
17457155	0.403220628905	0.619706711884	0.551593500937	0.255328429883	0.193548811116	0.125	0.333333333333	0.416666666667	0.95
17512666	0.392130808271	0.543108329218	0.637065804897	0.55553892748	0.255600726629	0.125	0.111111111111	0.916666666667	0.64375
17689298	0.468571176096	0.539361477711	0.915420949922	0.75401715645	0.409966066078	0.125	0.0	0.75	0.93125
17743120	0.437001686503	0.459098350831	0.70919744162	0.573576155976	0.242972708718	0.125	0.111111111111	0.75	0.68125
17829574	0.488162706991	0.607903035219	0.655929083299	0.490019677837	0.314786245162	0.125	0.111111111111	0.666666666667	0.55625
17842695	0.434633659126	0.562806654436	0.626986499893	0.362985777565	0.29121188108	0.125	0.111111111111	0.583333333333	0.16875
17894299	0.250327566953	0.267401588204	0.425104284137	0.0817395716158	0.0786965612905	0.125	0.222222222222	0.333333333333	0.58125
17896281	0.445172542156	0.543860753294	0.599155344107	0.0	0.360820782452	0.125	0.111111111111	0.583333333333	0.41875
17969856	0.371195257716	0.576086885853	0.605337318096	0.614645364071	0.29121188108	0.125	0.111111111111	0.583333333333	0.33125
17991436	0.277674583493	0.24959298992	0.452359606998	0.179743507183	0.0460345372906	0.125	0.111111111111	0.833333333333	0.7375
18007671	0.535221763652	0.469212123864	0.635600106159	0.399409903936	0.21251531979	0.125	0.111111111111	0.333333333333	0.8625
18024188	0.313212394343	0.414113745504	0.599767390289	0.339581041667	0.0786965612905	0.125	0.111111111111	0.833333333333	0.575
18065209	0.456654429143	0.50092726512	0.538202599008	0.0817395716158	0.484760692196	0.125	0.111111111111	0.583333333333	0.81875
18069891	0.4313529005	0.571795680304	0.655612498902	0.190908938996	0.299625739978	0.125	0.111111111111	0.916666666667	0.5375
18107674	0.385596750181	0.454884400145	0.265951277519	0.0	0.0	0.125	0.111111111111	0.75	0.425
18121805	0.542401398911	0.573505987471	0.793309729518	0.255328429883	0.453936271249	0.125	0.222222222222	0.416666666667	0.8125
18184115	0.410944408462	0.46259739024	0.619790644874	0.343460219201	0.350941933697	0.125	0.111111111111	0.833333333333	0.46875
18227863	0.447734279934	0.561320104953	0.802305494331	0.596870144464	0.358430480719	0.125	0.0	0.5	1.0
18278555	0.264761589733	0.349424747393	0.733247806306	0.341541714582	0.0	0.125	0.0	0.75	0.85
18295124	0.530059854476	0.605073779507	0.769665881241	0.55941623133	0.493174551094	0.125	0.111111111111	0.583333333333	0.9625
18309786	0.361570590245	0.447390754653	0.550174895832	0.425955787092	0.182727756631	0.125	0.111111111111	0.833333333333	0.9125
18314947	0.414850897549	0.413204428256	0.526729373672	0.300386448397	0.30360983784	0.125	0.111111111111	0.833333333333	0.6375
18317127	0.409406654162	0.620988180387	0.693188706852	0.38864903983	0.350941933697	0.125	0.111111111111	0.333333333333	0.95625
18370150	0.299479698752	0.408514740733	0.736799592851	0.685063804339	0.124731098581	0.125	0.111111111111	0.666666666667	0.4125
18454407	0.471666663236	0.535216526754	0.575359078717	0.795474812622	0.388032073093	0.125	0.111111111111	0.583333333333	0.4625
18485160	0.372372880203	0.441246858544	0.636124683016	0.380887013616	0.142232617397	0.125	0.111111111111	0.916666666667	0.7875
18654905	0.368042229095	0.511645184228	0.637899161066	0.292344337097	0.220929178688	0.25	0.222222222222	0.916666666667	0.21875
18693359	0.464609399339	0.558453502001	0.916184376025	0.729052271894	0.348331815556	0.25	0.0	0.5	0.94375
18700885	0.37579674569	0.50212642937	0.628497395737	0.451619049357	0.277292209436	0.25	0.111111111111	0.0833333333333	0.89375
18858249	0.473522471106	0.490130021301	0.787632560602	0.506253444283	0.389878213585	0.25	0.0	0.25	0.61875
18900611	0.383618140831	0.355697448277	0.402664107191	0.173588858267	0.124731098581	0.25	0.111111111111	0.166666666667	0.3625
18907166	0.530278901767	0.623054636163	0.756982250812	0.715317734492	0.472179367743	0.25	0.111111111111	0.666666666667	0.88125
18970051	0.409265251937	0.483473654951	0.437934288739	0.0980039355674	0.266963715978	0.25	0.111111111111	0.416666666667	0.6125
18996276	0.338939767001	0.561320104953	0.612064484832	0.705303138555	0.170765635872	0.25	0.333333333333	0.583333333333	0.99375
19008625	0.306665874026	0.478524983144	0.622753769932	0.384553571889	0.0786965612905	0.25	0.111111111111	0.416666666667	0.13125
19017272	0.414191986834	0.578958985524	0.301215826285	0.0	0.261424317922	0.25	0.222222222222	0.583333333333	0.225
19088546	0.718299842341	0.621982405417	0.777565919305	0.620104230809	0.556499771228	0.25	0.0	0.333333333333	0.94375
19112732	0.393895876921	0.501785437893	0.607453487343	0.309167994583	0.255600726629	0.25	0.111111111111	0.416666666667	0.0
19123095	0.621815060274	0.556428389886	0.849776832519	0.624519672102	0.615672099504	0.25	0.111111111111	0.666666666667	0.99375
19128766	0.421134561032	0.590889053659	0.793131597292	0.779749393531	0.236089683871	0.25	0.0	0.583333333333	0.66875
19139117	0.355656907723	0.618453490128	0.365305676998	0.15207550827	0.0460345372906	0.25	0.111111111111	0.75	0.0
19147861	0.417808144619	0.605398572315	0.649767371638	0.247334395666	0.261424317922	0.25	0.111111111111	0.5	0.31875
19172137	0.413660577773	0.559539203308	0.747590379112	0.51526898564	0.266963715978	0.25	0.111111111111	0.25	0.98125
19286926	0.306093109772	0.478081525881	0.513890096396	0.264981841997	0.124731098581	0.25	0.111111111111	0.583333333333	0.21875
19450634	0.409406654162	0.57045145865	0.795700000107	0.583118820681	0.272245372406	0.25	0.111111111111	0.333333333333	0.45625
19517003	0.4728096342	0.532707466547	0.660317383022	0.485308602946	0.445281786747	0.25	0.111111111111	0.916666666667	0.7875
19529077	0.54125630773	0.50447787461	0.864957195546	0.610081587835	0.382306399131	0.25	0.0	0.916666666667	0.63125
19591605	0.318255451113	0.459098350831	0.532113204541	0.553399995206	0.104031195341	0.25	0.111111111111	0.833333333333	0.36875
19595652	0.385401265776	0.515686734653	0.600033787612	0.530489980663	0.203427659872	0.25	0.222222222222	0.25	0.625
19597325	0.345954580532	0.432465863608	0.541808578092	0.0618335989166	0.272245372406	0.25	0.111111111111	0.666666666667	0.68125
19674372	0.448485731178	0.590443558585	0.728103295673	0.675978182243	0.348331815556	0.25	0.111111111111	0.5	0.98125
19712129	0.505901811162	0.626110950536	0.900074826096	0.552947855229	0.331269504788	0.25	0.0	0.916666666667	0.88125
19754494	0.693067857378	0.535920741366	0.728947524029	0.338584304744	0.432189953793	0.25	0.111111111111	0.75	0.925
19759359	0.639319780775	0.641610560406	0.856870807561	0.392015742269	0.625279107849	0.25	0.111111111111	0.833333333333	0.99375
19808699	0.560193938054	0.618500218208	0.834518693001	0.550652128265	0.415942979661	0.25	0.0	0.75	0.275
19827793	0.46957596761	0.496870755598	0.600865668138	0.626409636976	0.374193295743	0.25	0.111111111111	0.583333333333	0.30625
19861989	0.397470212883	0.4339296624	0.746591799646	0.625046446899	0.228762293922	0.25	0.111111111111	0.166666666667	0.8
19878062	0.436122580474	0.484514379169	0.901806580542	0.591090688908	0.321669270009	0.25	0.111111111111	1.0	0.55625
19954760	0.188779850142	0.243783126262	0.330671524672	0.11175525935	0.0	0.25	0.222222222222	0.5	0.0
20026872	0.433318438069	0.621802452049	0.597410073477	0.433529414025	0.142232617397	0.25	0.111111111111	0.333333333333	0.93125
20062529	0.382608525065	0.621712340287	0.646035962541	0.701114877701	0.170765635872	0.25	0.111111111111	0.5	0.95625
20065259	0.400401567211	0.419384810514	0.449308628039	0.173588858267	0.29121188108	0.25	0.222222222222	0.75	0.725
20088692	0.402448325541	0.495232298277	0.762595928484	0.512459083213	0.203427659872	0.25	0.111111111111	0.5	0.34375
20097058	0.271500920091	0.416787852287	0.608835691124	0.247334395666	0.0786965612905	0.25	0.111111111111	0.583333333333	0.175
20110270	0.412450690222	0.514804162464	0.748249671691	0.543890785227	0.21251531979	0.25	0.111111111111	0.916666666667	0.625
20161265	0.514718545609	0.518141366144	0.432708296538	0.0	0.334297287919	0.25	0.333333333333	0.75	0.80625
20161389	0.352969394064	0.442904762533	0.561929310974	0.356667596015	0.203427659872	0.25	0.0	0.5	0.40625
20163586	0.478161568954	0.622206842437	0.650106333709	0.379630555852	0.403656935319	0.25	0.111111111111	0.333333333333	0.93125
20298015	0.312688549888	0.398869404517	0.663321940854	0.583505836588	0.0	0.25	0.111111111111	0.833333333333	0.35625
20304012	0.357108628067	0.465199352937	0.314023463237	0.173588858267	0.0786965612905	0.25	0.111111111111	1.0	0.95625
20322889	0.397137181386	0.508371309177	0.845800448245	0.682724361684	0.350941933697	0.25	0.0	0.416666666667	0.95625
20396070	0.315777108028	0.377159600126	0.608423373365	0.494668791332	0.0	0.25	0.222222222222	0.583333333333	0.08125
20434509	0.335550940713	0.517713030797	0.576667811787	0.244502188694	0.182727756631	0.25	0.111111111111	0.833333333333	0.6125
20531501	0.355363095615	0.473522493886	0.380978086505	0.18550079675	0.236089683871	0.25	0.111111111111	0.833333333333	0.65
20545614	0.389029488998	0.474914608879	0.775564700037	0.54886698865	0.104031195341	0.25	0.111111111111	0.916666666667	0.1625
20681468	0.358532266946	0.502635506931	0.468502193351	0.179743507183	0.203427659872	0.25	0.111111111111	0.833333333333	0.7875
20692307	0.439201715423	0.52406688741	0.654072306982	0.609072502172	0.170765635872	0.25	0.111111111111	0.833333333333	1.0
20692739	0.389029488998	0.458271193628	0.79092793383	0.649581456223	0.242972708718	0.25	0.111111111111	0.75	0.26875
20730066	0.292903914087	0.41634764778	0.620271706785	0.57626886796	0.104031195341	0.25	0.111111111111	0.916666666667	0.20625
20743188	0.357966111575	0.445495492183	0.690173935083	0.445786447818	0.228762293922	0.25	0.111111111111	0.833333333333	0.21875
20791881	0.350495217047	0.564098235303	0.675756426919	0.592206892805	0.182727756631	0.25	0.111111111111	1.0	0.9
20874418	0.321590642088	0.465965499197	0.548176312071	0.509852198884	0.170765635872	0.25	0.111111111111	0.333333333333	0.56875
20875594	0.330775222409	0.480710081738	0.653525595408	0.592031575958	0.142232617397	0.25	0.111111111111	0.583333333333	0.125
20892075	0.562523808416	0.457436365616	0.661712986387	0.538300581355	0.391694814559	0.25	0.0	0.833333333333	0.33125
20906886	0.489411820339	0.476511992984	0.902099200457	0.557627772806	0.236089683871	0.25	0.111111111111	0.666666666667	0.25625
20909646	0.649071507119	0.552236148539	0.820438508071	0.479924645877	0.615672099504	0.25	0.0	1.0	0.4125
20944031	0.449229587614	0.486762482522	0.799868673077	0.738005598023	0.393482806452	0.25	0.333333333333	0.666666666667	0.63125
21135709	0.523075198632	0.632169992522	0.843315573431	0.791762913248	0.350941933697	0.25	0.0	1.0	0.99375
21236505	0.39813178889	0.543646415949	0.639637525117	0.528604425097	0.157393122581	0.25	0.111111111111	0.583333333333	1.0
21291186	0.165694705484	0.207282491375	0.359792904315	0.0361703366508	0.0	0.25	0.111111111111	0.25	0.0
21304834	0.371668570185	0.51583299243	0.58709417516	0.235422457183	0.203427659872	0.25	0.111111111111	0.333333333333	0.6125
21336479	0.400081567423	0.588182400976	0.573565048449	0.398390383964	0.157393122581	0.25	0.222222222222	0.666666666667	0.83125
21351461	0.421134561032	0.477412216908	0.83511706402	0.560171871838	0.220929178688	0.25	0.111111111111	0.833333333333	0.9125
21367802	0.4261401147	0.516415658815	0.539060298252	0.288912874563	0.340120879212	0.25	0.111111111111	0.5	0.70625
21416681	0.393721262758	0.514951860023	0.731447589646	0.516913401356	0.104031195341	0.25	0.111111111111	0.5	0.7125
21430449	0.416920625084	0.494308991289	0.648763820162	0.48012995558	0.220929178688	0.25	0.222222222222	0.5	0.5375
21499217	0.438253250812	0.407058833385	0.614824868747	0.342506124261	0.236089683871	0.25	0.111111111111	0.583333333333	0.56875
21508746	0.30010608411	0.488362909424	0.602357729303	0.340566764697	0.157393122581	0.25	0.111111111111	0.75	0.79375
21531652	0.470258889581	0.540368566871	0.814946457095	0.632373093764	0.170765635872	0.25	0.222222222222	0.583333333333	0.85625
21580279	0.362109785589	0.469701373124	0.556539126595	0.380260996826	0.170765635872	0.25	0.111111111111	0.416666666667	0.48125
21701028	0.704530415117	0.533671562961	0.834401447348	0.587839870751	0.50439702664	0.25	0.111111111111	0.583333333333	0.775
21776494	0.353575157444	0.516994578124	0.692894535477	0.134174272218	0.0460345372906	0.25	0.111111111111	0.5	0.3375
21808728	0.416280065469	0.472818279274	0.847034215692	0.599221431141	0.142232617397	0.25	0.0	0.75	0.65
21874903	0.241197312449	0.327461479741	0.507736021015	0.387497965453	0.0786965612905	0.25	0.0	0.333333333333	0.15625
21875246	0.46175211532	0.567041755333	0.682902542633	0.0	0.324960374029	0.25	0.111111111111	0.333333333333	1.0
21893510	0.355363095615	0.503309829502	0.427428735863	0.18550079675	0.236089683871	0.25	0.111111111111	0.833333333333	0.0
21975766	0.475849932565	0.579464929446	0.859426987027	0.51274408993	0.331269504788	0.25	0.444444444444	0.833333333333	0.25
22025816	0.485699296481	0.570610648156	0.509398987162	0.2216711334	0.374193295743	0.25	0.333333333333	0.416666666667	0.9875
22185301	0.416280065469	0.583826205572	0.852172479191	0.453573585089	0.400365831299	0.25	0.0	0.583333333333	0.98125
22199120	0.365264547174	0.469212123864	0.54942230656	0.0	0.266963715978	0.25	0.111111111111	0.333333333333	0.625
22252851	0.316279497933	0.453726549557	0.647574281217	0.523582525367	0.0460345372906	0.25	0.222222222222	0.666666666667	0.325
22257122	0.383215954938	0.439898194485	0.538904992155	0.492374517808	0.236089683871	0.25	0.111111111111	0.666666666667	0.0
22267896	0.374673062257	0.509475883062	0.774551154898	0.610224815631	0.124731098581	0.25	0.111111111111	0.416666666667	0.6625
22300285	0.345954580532	0.418957153453	0.702379732656	0.593078345777	0.0460345372906	0.25	0.111111111111	0.833333333333	0.6875
22346957	0.125469178737	0.18719474244	0.231317125193	0.0	0.0	0.25	0.111111111111	0.5	0.5375
22357838	0.32065305189	0.362368769631	0.462444220652	0.0618335989166	0.21251531979	0.25	0.111111111111	0.5	0.94375
22380942	0.419920014737	0.480060103158	0.67848400499	0.545580551014	0.193548811116	0.25	0.111111111111	0.25	0.43125
22438932	0.405638910848	0.540590842644	0.638264249226	0.420123185552	0.220929178688	0.25	0.0	0.583333333333	0.98125
22442865	0.4614741175	0.621847474126	0.732791258284	0.671939074026	0.286758951972	0.25	0.111111111111	0.666666666667	0.90625
22466072	0.358532266946	0.586864344601	0.607174342226	0.232178207786	0.182727756631	0.25	0.111111111111	0.416666666667	0.05
22471234	0.383618140831	0.458547758031	0.730355573248	0.654040491721	0.220929178688	0.25	0.0	0.5	0.56875
22563456	0.40119553214	0.497050979166	0.548385244087	0.2972560561	0.142232617397	0.25	0.111111111111	0.666666666667	0.21875
22578537	0.391592926448	0.492622792604	0.755603817291	0.641928162979	0.255600726629	0.25	0.111111111111	0.833333333333	0.65
22629387	0.446720259276	0.488362909424	0.973759182564	0.765545192832	0.249462197162	0.25	0.222222222222	0.416666666667	0.65625
22672770	0.347280739569	0.515540238864	0.557544799195	0.562482636321	0.21251531979	0.25	0.111111111111	0.833333333333	0.99375
22891868	0.68050385957	0.548247826652	0.631256954518	0.461496572601	0.565034155762	0.25	0.111111111111	0.5	0.66875
22918812	0.388468369366	0.387459007824	0.824439248605	0.0618335989166	0.193548811116	0.25	0.111111111111	0.833333333333	0.85
22971844	0.257342380485	0.40407441724	0.583712168498	0.398901600415	0.0460345372906	0.25	0.0	0.916666666667	0.3625
23001581	0.463804288282	0.573813491245	0.76427332653	0.757333437425	0.228762293922	0.25	0.111111111111	0.416666666667	0.0
23245113	0.281787376025	0.464942514982	0.646168909385	0.584274867441	0.0	0.25	0.111111111111	0.833333333333	0.1375
23445391	0.417302301836	0.493376116182	0.734940410075	0.0618335989166	0.104031195341	0.25	0.111111111111	0.75	0.425
23608153	0.411906511512	0.522043844022	0.870056083383	0.303410705016	0.272245372406	0.25	0.111111111111	0.833333333333	0.925
23624133	0.355656907723	0.414113745504	0.346836260209	0.123667197833	0.0786965612905	0.25	0.111111111111	0.666666666667	0.20625
23699343	0.466908554817	0.619383474042	0.705851084679	0.327951851524	0.249462197162	0.25	0.222222222222	0.666666666667	0.73125
23781256	0.457099142492	0.444532684693	0.781564647943	0.244502188694	0.255600726629	0.25	0.111111111111	0.5	0.30625
23792030	0.443056952135	0.522452106137	0.56444437673	0.562970107624	0.360820782452	0.25	0.111111111111	0.583333333333	0.825
23889211	0.440970803592	0.514062017765	0.849801328743	0.501540709791	0.295496734453	0.25	0.111111111111	0.916666666667	0.73125
23951792	0.449721347808	0.611255703835	0.582086872634	0.326815440914	0.157393122581	0.25	0.111111111111	0.416666666667	0.96875
23968363	0.391412755403	0.433200738237	0.639517941827	0.179743507183	0.193548811116	0.25	0.222222222222	0.833333333333	0.9875
23975441	0.409123577524	0.57668355178	0.656988975071	0.674760084635	0.142232617397	0.25	0.111111111111	1.0	0.975
24061092	0.333993214096	0.519273728775	0.444751903465	0.0361703366508	0.193548811116	0.25	0.111111111111	0.416666666667	0.55625
24106555	0.137764331846	0.211674662077	0.255890447335	0.0	0.0	0.25	0.111111111111	0.583333333333	0.29375
